"Bug ID","Component","Assignee","Summary","Number of Comments","Votes","Depends on","Classification","Blocks","Hardware","Iteration","Keywords"
1060840,"Developer Tools","ttaubert@mozilla.com","Closing a tab with an open toolbox seems to leak its frames",10,0,1057386,"Client Software","1000311, 1060836, 1060837","All","---",
1067128,"General","ttaubert@mozilla.com","[e10s] _setupSwipeGesture() tries to access content when scrolling down",17,0,,"Client Software","516752, 673875","All","---",
1067648,"Session Restore","ttaubert@mozilla.com","Weird code in restoreTabs",9,0,,"Client Software",,"All","---",
1070620,"New Tab Page","ttaubert@mozilla.com","Render newtab page grid and sites in a single step using a DocumentFragment",15,0,,"Client Software",1059558,"All",36.1,
1071104,"Session Restore","ttaubert@mozilla.com","Remove legacy ""hasWrittenState"" flag from SessionWorker",5,0,,"Client Software",,"All",35.2,
1071635,"New Tab Page","ttaubert@mozilla.com","checkSizing() and onPageFirstSized() cause uninterruptible reflows",10,0,,"Client Software","1042214, 1050643, 1059558, 1071638","All",35.2,
1071638,"New Tab Page","ttaubert@mozilla.com","Add test to ensure there are no uninterruptible reflows when loading about:newtab",11,1,1071635,"Client Software",1059558,"All",35.2,
1072198,"Tabbed Browser","ttaubert@mozilla.com","[e10s] updateBrowserRemoteness() assigns a new .permanentKey to browsers",6,0,,"Client Software",1070096,"All",35.2,
1072814,"Session Restore","ttaubert@mozilla.com","Make SessionStore use the new Promise API",11,0,,"Client Software",,"All",35.2,
1073175,"General","ttaubert@mozilla.com","Lots of ""JavaScript error: chrome://browser/content/urlbarBindings.xml, line 193: TypeError: this.formatValue is not a function"" spam in talos runs",7,0,1069903,"Client Software",1047469,"All",35.2,
1073993,"New Tab Page","ttaubert@mozilla.com","BrowserNewTabPreloader shouldn't be initialized automatically",8,0,1078085,"Client Software",1059558,"All","---",
1075450,"Location Bar","ttaubert@mozilla.com","Private Windows shouldn't disable switch-to-tab by disabling all autocomplete actions",35,0,"530209, 1067903","Client Software","816527, 951624, 995091, 1071461, 1073339","All",37.1,
1078085,"New Tab Page","ttaubert@mozilla.com","Firefox 35.0a1 (2014-10-05) CTRL+T does not open new tab",23,0,,"Client Software",1073993,"x86_64",35.3,"regression"
1087112,"Session Restore","ttaubert@mozilla.com","Intermittent browser_586068-reload.js | This test exceeded the timeout threshold. It should be rewritten or split up.",248,0,,"Client Software",1088092,"x86_64",36.3,"intermittent-failure"
1088092,"Session Restore","ttaubert@mozilla.com","Intermittent browser_586068-reload.js | load 1 - correct tab was reloaded - Got 1414021211595-18, expected 1414021211595-1",60,0,1087112,"Client Software",,"x86_64","---","intermittent-failure"
1095717,"General","ttaubert@mozilla.com","browser_newtab_update.js is failing when we run-by-dir on debug builds",11,0,,"Client Software",1057512,"All","---",
1099490,"Tabbed Browser","ttaubert@mozilla.com","[e10s] Lots of onStateChange messages sent to parent; nsBrowserStatusFilter should be used in the content process rather than in the chrome process",12,1,1103068,"Client Software","1010411, 1063169","All",36.3,
1103068,"Tabbed Browser","ttaubert@mozilla.com","Child process leaks held alive by nsXPCWrappedJS (nsIWebProgressListener)",9,0,,"Client Software","1051230, 1099490","All",37.1,"mlk"
1050000,"Developer Tools: Console","ttromey@mozilla.com","Handler function JSPropertyProvider threw an exception: TypeError: result is undefined",6,0,,"Client Software",,"x86","---",
1050501,"Developer Tools: Timeline","ttromey@mozilla.com","[timeline] record DOM events propagation",45,0,,"Client Software",1050372,"x86_64","---",
1069661,"Developer Tools: Timeline","ttromey@mozilla.com","Add a way to attach meta data to any marker",40,0,,"Client Software","1050372, 1050770","x86","---",
1070089,"Developer Tools: Timeline","ttromey@mozilla.com","make marker times start at consistent epoch",44,0,,"Client Software","1050773, 1069421, 1069818","x86_64","---",
1072932,"Developer Tools","ttromey@mozilla.com","TDZ buglet in test_eventemitter_basic.html",6,0,,"Client Software",,"x86_64","---",
1082990,"Developer Tools: Timeline","ttromey@mozilla.com","docshell/base/nsDocShell.h:24:29: fatal error: ProfilerMarkers.h: No such file or directory (non-SPS)",4,0,,"Client Software",1071056,"All","---",
1084902,"Developer Tools: Profiler","ttromey@mozilla.com","TypeError: ""to"" is read-only in disabled profiler tests",14,0,,"Client Software",973974,"x86_64","---",
1089643,"Developer Tools: Timeline","ttromey@mozilla.com","don't use decltype",5,0,,"Client Software",,"x86_64","---",
1091463,"Developer Tools: Timeline","ttromey@mozilla.com","Intermittent browser_timelineMarkers-04.js | Got 5 markers - Got 2, expected 5",63,0,,"Client Software",,"x86","---","intermittent-failure"
1096329,"Developer Tools: Timeline","ttromey@mozilla.com","unchecked call to ToJSValue without checking the result",13,0,,"Client Software","1050376, 1095728","All","---",
952224,"Session Restore","tyler.colgan@gmail.com","[Session Restore] Remove calls to |_ensureInitialized()| and no longer throw a ""Session Store is not initialized."" error",7,0,,"Client Software",,"All",34.1,
1038215,"Session Restore","tyler.colgan@gmail.com","Session Restore storing CC info, circumventing autofill restrictions.",16,0,,"Client Software",,"All","---",
1102829,"Developer Tools: Scratchpad","vaibhavmagarwal@gmail.com","I see a support file in a test manifest which results in a warning",7,0,,"Client Software",,"x86_64","---",
1062014,"Toolbars and Customization","vallensd@gmail.com","Add node existence check to CustomizeMode's onDragEnd",14,0,,"Client Software",,"x86_64","---",
999993,"Developer Tools: Netmonitor","veeti.paananen@rojekti.fi","[netmonitor] context menu starts with separator if no row in resource loading list select and click performed on non-row area",5,0,,"Client Software",,"x86_64","---",
1051847,"General","viv1fi@gmx.com","Add trusted identity block to remaining end-user facing about: pages",23,0,"988959, 1094947","Client Software",935753,"x86",36.1,
947569,"Developer Tools: Netmonitor","vporof@mozilla.com","Intermittent browser_net_accessibility-01.js | This test exceeded the timeout threshold. IT SHOULD BE REWRITTEN OR SPLIT UP.",28,0,,"Client Software",940538,"x86_64","---","intermittent-failure"
957952,"Developer Tools: Netmonitor","vporof@mozilla.com","Intermittent browser_net_timing-division.js | There should be at least one division on the seconds time scale.",77,0,899727,"Client Software",,"x86","---","intermittent-failure"
985417,"Developer Tools","vporof@mozilla.com","browser_net_simple-request-data.js | A promise chain failed to handle a rejection",6,1,,"Client Software",1018184,"All","---",
1004104,"Developer Tools: Netmonitor","vporof@mozilla.com","Disable caching when running netmonitor tests to hopefully fix some timeouts",11,0,,"Client Software",,"All","---",
1006489,"Developer Tools: Debugger","vporof@mozilla.com","Scopes in the debugger don't always reexpand after stepping",5,0,1002456,"Client Software",,"All","---",
1006586,"Developer Tools: Debugger","vporof@mozilla.com","Remove smoothscrolling from the breadcrumbs widget",4,0,,"Client Software",,"All","---",
1006589,"Developer Tools: Debugger","vporof@mozilla.com","Hovering an identifier will sometimes remove the highlighting of the line where the debugger is paused",9,0,,"Client Software",,"All","---",
1006666,"Developer Tools: Debugger","vporof@mozilla.com","Increase the timeout required to show the variables inspection popup",5,0,,"Client Software",,"All","---",
1006825,"Developer Tools: Debugger","vporof@mozilla.com","Variable values in the inspection popup look ugly when touching the popup's edge",3,0,,"Client Software",,"All","---",
1006878,"Developer Tools: Debugger","vporof@mozilla.com","The input box is slightly misplaced when editing properties with no value (getters/setters)",3,0,,"Client Software",,"All","---",
1006906,"Developer Tools: Object Inspector","vporof@mozilla.com","Use hidpi icons for the variables view in widgets.inc.css",12,0,,"Client Software",837188,"All","---",
1006915,"Developer Tools: Debugger","vporof@mozilla.com","The node inspect icon in the variables view should appear before the F/S/N/Lock icons",7,0,,"Client Software",,"All","---",
1007465,"Developer Tools: Debugger","vporof@mozilla.com","The .variables-view-edit class in widgets.inc.css has left padding",7,0,,"Client Software",,"All","---",
1008356,"Developer Tools: Debugger","vporof@mozilla.com","The close button on watch expressions acts weirdly",7,0,,"Client Software",,"All","---",
1008395,"Developer Tools: Debugger","vporof@mozilla.com","Make ""Finalizing item"" messages in the frontend more helpful",5,0,,"Client Software",,"All","---",
1013949,"Developer Tools: Object Inspector","vporof@mozilla.com","Consider removing the dashed underline from variables and properties",5,0,,"Client Software",,"All","---",
1016526,"Developer Tools: Profiler","vporof@mozilla.com","The framerate actor returns incorrect data",9,0,,"Client Software",1018418,"All","---",
1017790,"Developer Tools: Profiler","vporof@mozilla.com","Expose category information in the profiler data",5,0,"1007203, 1019182","Client Software",1007460,"All","---",
1018354,"Developer Tools: Profiler","vporof@mozilla.com","Allow the line graph widget to have a configurable minimum distance between points",5,0,,"Client Software",,"All","---",
1018418,"Developer Tools: Profiler","vporof@mozilla.com","Update the line graph data source format to match changes in bug 1016526",5,0,1016526,"Client Software",,"All","---",
1019182,"Developer Tools: Profiler","vporof@mozilla.com","ProfileEntry flags should be zeroed when setting frame data",4,0,,"Client Software",1017790,"All","---",
1022202,"Developer Tools: Netmonitor","vporof@mozilla.com","Fix uncaught nsIScrollBoxObject.ensureElementIsVisible promise rejections in the netmonitor tests",6,0,,"Client Software",1018184,"All","---",
1023018,"Developer Tools: Profiler","vporof@mozilla.com","Make the framerate actor take 'start' and 'end' params for specifying a range when retrieving the refresh driver ticks",6,0,,"Client Software",879008,"All","---",
1023019,"Developer Tools: Profiler","vporof@mozilla.com","Make the canvas graphs plot the data underneath the selection, markers and cursor",6,0,,"Client Software",1007460,"All","---",
1023020,"Developer Tools: Profiler","vporof@mozilla.com","Add a ""ready"" promise to canvas graphs",4,0,,"Client Software",1007460,"All","---",
1023057,"Developer Tools: Profiler","vporof@mozilla.com","Superfluous calculations for firstTick, lastTick and totalTicks in the line graph widget",6,0,,"Client Software",,"All","---",
1023441,"Developer Tools: Profiler","vporof@mozilla.com","The framerate actor stops recording once the page navigates",9,0,,"Client Software",879008,"All","---",
1023525,"Developer Tools","vporof@mozilla.com","[meta] DevTools working over Remote",9,0,"988928, 1019141, 1023529","Client Software",,"x86","---",
1024633,"Developer Tools: Profiler","vporof@mozilla.com","Add a way of specifying a fixed width or height for canvas graphs",6,0,,"Client Software","879008, 1025023","All","---",
1025023,"Developer Tools: Profiler","vporof@mozilla.com","Prevent redrawing the canvas graph on window resize if the graph dimensions haven't changed",6,0,1024633,"Client Software",,"All","---",
1025474,"Developer Tools: Netmonitor","vporof@mozilla.com","Add more logging to netmonitor tests to figure out the current intermittent failures",4,0,,"Client Software",,"All","---",
1025885,"Developer Tools: Profiler","vporof@mozilla.com","Increase the timeout between window resizes required to update the canvas graphs",4,0,,"Client Software",,"All","---",
1027752,"Developer Tools: Profiler","vporof@mozilla.com","The `setData` method in canvas graphs should yield until the graphs are ready",6,0,,"Client Software",,"All","---",
1027755,"Developer Tools: Profiler","vporof@mozilla.com","Add a method that gets the canvas graphs selection ""mapped"" to the source data range",5,0,,"Client Software",,"All","---",
1027781,"Developer Tools: Profiler","vporof@mozilla.com","Emit mousedown, moseup and scroll events from the canvas graphs",4,0,,"Client Software",,"All","---",
1027792,"Developer Tools: Profiler","vporof@mozilla.com","The `linkAnimation` and `linkSelection` methods in CanvasGraphUtils should first check if graphs are actually available",4,0,,"Client Software",,"All","---",
1029097,"Developer Tools","vporof@mozilla.com","ViewHelpers.Prefs should have a way of clearing the cached preferences",6,0,,"Client Software",879008,"All","---",
1029279,"Developer Tools: Netmonitor","vporof@mozilla.com","Intermittent browser_net_accessibility-02.js | This test exceeded the timeout threshold. It should be rewritten or split up.",33,0,,"Client Software",,"x86_64","---","intermittent-failure"
1029540,"Developer Tools","vporof@mozilla.com","ViewHelpers.L10N.numberWithDecimals doesn't properly handle NaN and numbers that can't be localized",10,0,,"Client Software",879008,"All","---",
1029559,"Developer Tools: Profiler","vporof@mozilla.com","The framerate front should have a means of clamping the generated values",6,0,,"Client Software",,"All","---",
1031308,"Developer Tools: Debugger","vporof@mozilla.com","Type error in `SyntaxTreesPool.prototype_call` in Parser.jsm",4,0,,"Client Software",,"All","---",
1034129,"Developer Tools: Debugger","vporof@mozilla.com","Event listeners should be clustered together by type in the events pane",7,0,,"Client Software",,"All","---",
1034585,"Developer Tools: Debugger","vporof@mozilla.com","Sources with BreakStatements can't be parsed correctly",6,0,,"Client Software",,"All","---",
1034648,"Developer Tools: Profiler","vporof@mozilla.com","The framerate actor needs a way to cancel a recording without retrieving the accumulated data",5,1,,"Client Software",879008,"All","---",
1034651,"Developer Tools: Profiler","vporof@mozilla.com","The framerate front's `plotFPS` should be a static method",5,1,,"Client Software",879008,"All","---",
1034661,"Developer Tools: Profiler","vporof@mozilla.com","The canvas graphs are ugly on screens with low dpi",4,1,,"Client Software","879008, 1034664","All","---",
1034664,"Developer Tools: Profiler","vporof@mozilla.com","The canvas graphs should use a cache of canvas elements instead of creating a new one every time an off-screen render target is needed",5,1,1034661,"Client Software","879008, 1034668","All","---",
1034668,"Developer Tools: Profiler","vporof@mozilla.com","The `getMappedSelection` method for all canvas graphs should clamp the selection bounds",4,1,1034664,"Client Software","879008, 1034670","All","---",
1034669,"Developer Tools: Profiler","vporof@mozilla.com","Add a way of fading out certain areas of the canvas graphs",8,1,1034670,"Client Software",879008,"All","---",
1034670,"Developer Tools: Profiler","vporof@mozilla.com","The canvas graphs should draw the background separately from the plotted data",6,1,1034668,"Client Software","879008, 1034669","All","---",
1041149,"Developer Tools: Canvas Debugger","vporof@mozilla.com","Remove unused variable in generateScreenshotFor in canvas.js",4,0,,"Client Software",,"All","---",
1041157,"Developer Tools: Canvas Debugger","vporof@mozilla.com","Add link to the discussion about using the same context with multiple canvases, for the replayAnimationFrame function in canvas.js",5,0,,"Client Software",,"All","---",
1041158,"Developer Tools: Canvas Debugger","vporof@mozilla.com","Properly cleanup the framebuffer binding after generating a screenshot from a webgl context",5,0,,"Client Software",1041166,"All","---",
1041166,"Developer Tools: Canvas Debugger","vporof@mozilla.com","Rename `lastDrawCallScreenshot` to `animationFrameEndScreenshot` in canvas.js",4,0,1041158,"Client Software",,"All","---",
1041225,"Developer Tools: Canvas Debugger","vporof@mozilla.com","Generating a screenshot is very slow when the content canvas has obnoxious dimensions",9,0,,"Client Software",,"All","---",
1041237,"Developer Tools: Canvas Debugger","vporof@mozilla.com","The bitmask enums flags calculation for getBitToEnumValue is flawed",5,0,,"Client Software",,"All","---",
1041250,"Developer Tools: Canvas Debugger","vporof@mozilla.com","The texParameteri function actually take enums for all params",6,0,,"Client Software",,"All","---",
1064262,"Developer Tools: Netmonitor","vporof@mozilla.com","The waterfall background should use mozSetImageElement instead of toDataURL",6,0,,"Client Software",,"All","---",
1067337,"Developer Tools","vporof@mozilla.com","make it possible to move the devtools button in the navbar by default",54,0,1093507,"Client Software",1054353,"All","---",
1074205,"Developer Tools: Netmonitor","vporof@mozilla.com","Enable devtools/netmonitor tests with e10s",5,0,"1091596, 1091603, 1091612","Client Software",875871,"All","---",
1077438,"Developer Tools: Profiler","vporof@mozilla.com","Timeline actor should manage Framerate and Memory actors",13,0,,"Client Software","1069421, 1075567","All","---",
1085407,"Developer Tools: Timeline","vporof@mozilla.com","Make the actor's 'memory' and 'ticks' events use the docshell absolute time instead of Date.now()",6,0,,"Client Software",1077442,"All","---",
1091596,"Developer Tools: Netmonitor","vporof@mozilla.com","[e10s] browser_net_copy_as_curl.js disabled because `waitForClipboard` doesn't seem to work properly on e10s",3,0,,"Client Software","984139, 1074205","All","---",
1091603,"Developer Tools: Netmonitor","vporof@mozilla.com","[e10s] browser_net_filter-01.js disabled because `nsIXMLHttpRequest` doesn't correctly determine whether or not a request is XHR in e10s",3,0,,"Client Software","984139, 1074205","All","---",
1091612,"Developer Tools: Netmonitor","vporof@mozilla.com","[e10s] browser_net_resend.js disabled because actors for the new request channels don't correspond to the ones sent in network event updates in e10s",3,0,,"Client Software","984139, 1074205","All","---",
1093870,"Theme","vporof@mozilla.com","Devedition Theme: the pinned tab glow is a bit much",30,0,1096371,"Client Software",,"x86","---",
1096537,"Developer Tools: Profiler","vporof@mozilla.com","Remove manually choosing the start index in `ThreadNode.prototype.insert`",4,0,,"Client Software",,"All","---",
1031571,"Theme","vtsatskin@mozilla.com","Restyled error pages - Try Again button:hover cursor is pointer instead of default",10,0,,"Client Software",,"x86_64","---",
1093741,"Installer","VYV03354@nifty.ne.jp","Update the minimum Windows version for the 64-bit installer to win7/64",11,1,604967,"Client Software",,"x86","---",
1052466,"Theme","wjohnston@mozilla.com","[10.10] Update titlebar/toolbar to use transparency on OS X Yosemite",10,4,1053176,"Client Software","1040250, 1051522, 1052522, 1053073","All","---",
930787,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Adblock Plus addon support for e10s",26,7,"978961, 997448, 1007978, 1007982, 1042710, 1057467, 1066729, 1097115, 1105516","Client Software","467520, 905436, 997456, 1048057","All","---","addon-compat, meta"
986845,"General","wmccloskey@mozilla.com","[e10s] Middle-clicking a link also tries to paste",10,0,,"Client Software","653064, 997456","x86_64","---",
996785,"Extension Compatibility","wmccloskey@mozilla.com","Bidirectional CPOWs for add-on compat",38,0,,"Client Software","905436, 997456","All","---",
1007982,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Adblock Plus blocks Twitter ""Follow"" button and #hashtags in e10s window",10,1,,"Client Software",930787,"All","---","reproducible"
1017109,"General","wmccloskey@mozilla.com","Nightly e10s crashes when double-clicking text with Grammarly add-on installed ([@ js::BaseProxyHandler::construct(JSContext*, JS::Handle<JSObject*>, JS::CallArgs const&) ])",22,1,,"Client Software","905436, 997456","x86","---",
1024761,"General","wmccloskey@mozilla.com","[e10s] Pointlessly sending data with initializing autocomplete",4,0,,"Client Software",653064,"x86_64","---",
1029926,"Extension Compatibility","wmccloskey@mozilla.com","Add a field to install.rdf for add-ons that are compatible with electrolysis",19,3,,"Client Software","997456, 1017320","All","---","dev-doc-complete"
1031609,"Extension Compatibility","wmccloskey@mozilla.com","Initial compatibility shims for e10s",35,2,"1039586, 1100312, 1100948","Client Software","1017320, 1098969","All","---",
1053458,"General","wmccloskey@mozilla.com","e10s startup failure with Browser:Init",4,0,,"Client Software",,"x86","---",
1059207,"Extension Compatibility","wmccloskey@mozilla.com","""Google/Yandex search link fix"" add-on does not rewrite SERP's redirect links with e10s enabled",11,1,1097532,"Client Software",905436,"All","---","addon-compat"
1067576,"Developer Tools","wmccloskey@mozilla.com","[e10s] Console.jsm doesn't work from child process on Windows",16,0,,"Client Software","875871, 997462, 1042253","All","---",
1069059,"Private Browsing","wmccloskey@mozilla.com","[e10s] Convert more isWindowPrivate callers",5,0,"1073826, 1074410, 1075000","Client Software",,"x86_64","---",
1070516,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Addons window.content shim breaks some addons",8,0,,"Client Software",905436,"All","---",
1072467,"Extension Compatibility","wmccloskey@mozilla.com","Add tests for e10s add-on shims",13,0,,"Client Software",,"x86_64","---",
1072472,"Extension Compatibility","wmccloskey@mozilla.com","Sandbox shim broken by bug 1052093",8,0,,"Client Software",,"x86_64","---",
1072477,"Extension Compatibility","wmccloskey@mozilla.com","EventTarget shim doesn't work if event listeners are removed while they are running",5,0,,"Client Software",,"x86_64","---",
1072607,"Extension Compatibility","wmccloskey@mozilla.com","Event shim doesn't handle removeEventListener correctly",4,0,,"Client Software",,"x86_64","---",
1085710,"General","wmccloskey@mozilla.com","Stop trying to send nsIPluginTag over IPC",13,0,,"Client Software",641685,"x86_64","---",
1091953,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Fix about: protocol shim for Adblock",4,0,,"Client Software",,"x86_64","---",
1091959,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Don't send so many CPOWs in content policy shim",5,0,,"Client Software",1082849,"x86_64","---",
1092444,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Add shim support for sandboxes with expanded principals",7,0,,"Client Software",,"x86_64","---",
1098969,"Extension Compatibility","wmccloskey@mozilla.com","RemoteAddonsParent/ContentPolicyParent gets nsIContentPolicy implementation the wrong way",8,0,1031609,"Client Software",1017320,"All","---","addon-compat, regression"
1099416,"Extension Compatibility","wmccloskey@mozilla.com","Add-on shims are disabled for new e10s window",4,0,,"Client Software",1063156,"All","---",
1102634,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Add a pref for add-on shims",4,1,,"Client Software",1102643,"x86_64","---",
1102635,"Extension Compatibility","wmccloskey@mozilla.com","[e10s] Handle factory unregistration better in AboutProtocol shim",4,0,,"Client Software",1102643,"x86_64","---",
1031298,"Session Restore","yarik.sheptykin@googlemail.com","[Session Restore] Measure the number of startups in which all Session Restore files are corrupted.",22,0,,"Client Software",,"All","---",
1090529,"Translation","yarik.sheptykin@googlemail.com","Error handling should handle lack-of-valid-key error as Service Unavailable",12,0,,"Client Software",,"All","---",
1022388,"Shumway","ydelendik@mozilla.com","no shumway button",13,1,,"Client Software",904346,"x86_64","---","regression"
1026256,"PDF Viewer","ydelendik@mozilla.com","Add additional telemetry for pdf.js",4,0,894546,"Client Software",1042307,"x86","---",
1061888,"Shumway","ydelendik@mozilla.com","Update Shumway to version 0.9.2669",6,0,,"Client Software","1044759, 1064159, 1077198","All","---",
1064306,"PDF Viewer","ydelendik@mozilla.com","Adjust pdfjs Makefile to stop excluding non-existent files",7,0,,"Client Software",,"All","---",
1075088,"Shumway","ydelendik@mozilla.com","Add telemetry probes for Flash content.",28,0,,"Client Software","1037568, 1081232, 1085044","All","---",
1077198,"Shumway","ydelendik@mozilla.com","Update Shumway to version 0.9.2970",6,0,1061888,"Client Software","988624, 1097185","x86","---",
1001794,"General","yfdyh000@gmail.com","""Help, About"" does not show proper update channel in 29rc updated on beta channel",26,0,,"Client Software",848451,"All","---",
1078455,"General","zer0@mozilla.com","UITour: Add ability to highlight Dev. Tools and WebIDE toolbar buttons",16,0,1063057,"Client Software",1085703,"All","---",
1080406,"Toolbars and Customization","zer0@mozilla.com","Add an optional badge to the hamburger menu when updates are available",79,1,"1053434, 1097062, 1098401, 1098420, 1100597, 1105768, 1105779, 1105793","Client Software","1054353, 1072181, 1100079","All","---",
1076926,"Shell Integration","zhoubcfan@163.com","Add windows 10 support to exe manifest",8,0,,"Client Software",1077146,"x86_64","---",
977169,"Developer Tools: Inspector","athena@fastmail.fm","[a11y] focus change on container reads inspector.xul url",16,0,,"Client Software",,"x86","---","access"
977199,"Developer Tools: Inspector","athena@fastmail.fm","[a11y] Add aria-label to markup-view.xul",12,0,,"Client Software",,"All","---",
977262,"Developer Tools: Framework","athena@fastmail.fm","[a11y] Toolbox toolbar tabs showing as text",8,0,,"Client Software",,"All","---","access"
1034077,"Location Bar","dao@mozilla.com","Location bar shouldn't strip whitespace when pasting",24,0,,"Client Software",1018154,"All",33.3,"regression, reproducible"
967302,"Webapp Runtime","dpreston@mozilla.com","`mochitest-chrome dom/tests/mochitest/webapps` leaks chrome://global/skin/icons/webapps-64.png",9,0,,"Client Software",,"x86","---",
988072,"Toolbars and Customization","dtownsend+bugmail@oxymoronical.com","Australis sidebar widget does not work for SDK add-ons (sidebar API)",44,1,"1015494, 1015878","Client Software","941244, 942157","All","---",
1014141,"Webapp Runtime","ejpbruel@mozilla.com","Regression in the remote debugger",19,0,,"Client Software","859372, 1049815","All","---","regression"
871423,"Developer Tools: Style Editor","fayearthur@gmail.com","Link to inline style sheet in inspector opens incorrect editor in Style Editor",25,0,,"Client Software",,"All","---",
967201,"Developer Tools: Inspector","fayearthur@gmail.com","""Copy Unique Selector"" doesn't place anything in the clipboard in e10s windows and Browser Toolbox",15,0,,"Client Software","875871, 1036409","All","---",
1025521,"Developer Tools: Style Editor","fayearthur@gmail.com","Only update @media sidebar once per stylesheet edit",9,0,,"Client Software","1025693, 1025903","All","---",
1040882,"Developer Tools: Style Editor","fayearthur@gmail.com","[style editor] Changes are dismissed after a couple of seconds",13,1,,"Client Software",,"x86_64","---",
797639,"Developer Tools: Debugger","jryans@gmail.com","Remote Debugging Protocol needs a way to carry bulk data",92,0,"984969, 1004313","Client Software","758697, 795910, 799198, 814515, 840095, 924574, 926449, 940302, 949595, 1007610, 1067643","All","---",
916804,"Developer Tools: WebIDE","jryans@gmail.com","[webide] telemetry-all-the-things",33,0,,"Client Software",1007059,"x86","---",
924574,"Developer Tools: WebIDE","jryans@gmail.com","Packaged app transfer time is slow",34,0,797639,"Client Software",,"All","---",
989168,"Developer Tools: WebIDE","jryans@gmail.com","Frequent Linux opt mochitest-dt browser_manifest_editor.js | Test timed out | Found a tab after previous test timed out: about:app-manager",47,0,1007061,"Client Software",984930,"All","---","intermittent-failure"
1012869,"Developer Tools","jryans@gmail.com","Sometimes, the app manager can't connect to the simulator. Exception in DebuggerTransport.prototype.onInputStreamReady",24,0,,"Client Software",1007059,"x86","---",
1103216,"Search","kev@mozilla.com","Remove affiliate codes from default Google plugin in en-US",16,2,,"Client Software","1101642, 1103970","All","---",
1104925,"Search","kev@mozilla.com","Update Yahoo! Search Plugin for en-US",10,1,,"Client Software",1101642,"All","---",
911636,"Web Apps","mar.castelluccio@studenti.unina.it","Webapp runtime migration to Download.jsm",56,1,"847863, 1037226, 1057832","Client Software","851471, 1037228","x86_64","---",
981251,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Test app uninstallation",12,0,"774144, 991766, 993690, 994834, 1000512","Client Software",,"x86_64","---",
1001948,"Web Apps","mar.castelluccio@studenti.unina.it","Intermittent test_hosted_launch_no_registry.xul,test_packaged_launch.xul,test_packaged_launch_no_registry.xul,test_packaged_update_from_webapp_runtime.xul | Cleanup function threw exception: Win error 32 during operation remove on file ...",157,0,1007797,"Client Software",,"x86","---","intermittent-failure"
1006394,"Webapp Runtime","mar.castelluccio@studenti.unina.it","Test installing apps from the webapp runtime",8,1,,"Client Software",910473,"All","---",
1033065,"Webapp Runtime","mar.castelluccio@studenti.unina.it","various tests fail with ""root is null"" in DOMApplicationRegistry._createActivitiesToUnregister",6,0,,"Client Software",899707,"All","---",
1035189,"Web Apps","mar.castelluccio@studenti.unina.it","Remove appName property from NativeApp.jsm",3,0,,"Client Software",1027229,"All","---",
1036117,"Webapp Runtime","mar.castelluccio@studenti.unina.it","clicking links with target=""_blank"" has no apparent effect",6,0,,"Client Software",,"x86","---",
1037228,"Webapp Runtime","mar.castelluccio@studenti.unina.it","browser_download.js with ""Found an unexpected alert:alert at the end of test run""",4,0,911636,"Client Software",899707,"All","---",
994729,"Developer Tools: Inspector","mratcliffe@mozilla.com","Make box model guides move on layout view region hover",12,0,1029451,"Client Software",991806,"All","---",
916874,"Web Apps","nobody@mozilla.org","Reenable toolkit/devtools/apps/test/unit/test_webappsActor.js on !b2g",14,0,,"Client Software","905881, 968487, 1006106","All","---",
978688,"Developer Tools: Style Editor","sjakthol@outlook.com","Fetching the same CSS multiple times",30,0,1055499,"Client Software",,"x86_64","---",
1060046,"Extension Compatibility","wmccloskey@mozilla.com","e10s EventTarget shim is broken",5,0,,"Client Software","997462, 1059007","All","---","addon-compat"
977273,"Developer Tools: Console","athena@fastmail.fm","[a11y] Console Filter buttons checked state not visible in screen readers",10,0,1033283,"Client Software",,"x86","---","access"
935803,"Developer Tools: Inspector","bgrinstead@mozilla.com","Display browser styles in the rule view (UA style sheet rules)",52,1,1018162,"Client Software",,"All","---","dev-doc-complete"
757133,"Developer Tools: Debugger","ejpbruel@mozilla.com","Implement a Worker Debugger API",95,1,,"Client Software","780269, 893669, 932402, 943220, 1003097, 1035206, 1053311","All","---",
1002456,"Developer Tools: Debugger","ejpbruel@mozilla.com","Exception when setting hard breakpoints (debugger keyword)",65,0,,"Client Software","1006489, 1007428","x86","---",
1053456,"Untriaged","felipc@gmail.com","[e10s] ""Untrusted Connection"" page's ""Add Exception"" button does nothing or crashes",38,2,1082791,"Client Software","997462, 1066181, 1073957","x86_64",35.3,"crash, crashreportid"
993416,"Developer Tools: Inspector","gormanchi@gmail.com","[markup view] Context menu to paste HTML in a node",33,0,998933,"Client Software",991806,"All","---","dev-doc-complete"
977267,"Developer Tools: Console","jamie@nvaccess.org","[a11y] autocomplete suggestions not visible in screen reader",30,0,,"Client Software",1046194,"All","---","access"
